name,IAUID,ra,dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF20abxcycq,SN2020scn,22:07:52.43,-10:33:32.0,1095.79,g,18.2111,-19.69,24.471,8.511,15.96,SN Ia,0.08207,-48.1553047,0.105
ZTF20abxfiev,SN2020sfs,02:41:25.23,+13:20:22.3,1104.92,r,18.6205,-19.36,24.928,10.982,13.946,SN Ia,0.08,-41.52559814,0.312
ZTF20abxtiyh,SN2020ric,03:23:48.89,-14:24:58.3,1094.94,r,18.1334,-18.30,>16.927,>2.98,13.947,SN Ia,0.04201,-52.3622686,0.153
ZTF20abxyajd,SN2020qdl,01:50:43.22,-21:46:21.2,1094.92,r,16.0881,-18.62,>10.235,>1.96,8.275,SN Ia,0.02,-75.4978029,0.035
ZTF20abxyaqc,SN2020shr,01:19:37.02,-23:51:45.8,1099.9,g,17.9649,-19.02,41.065,6.06,35.005,SN Ia,0.0555,-82.85365375,0.058
ZTF20abxyggc,SN2020sgg,04:58:13.62,-20:21:27.0,1096.95,r,16.6385,-18.42,33.043,3.021,30.022,SN Ia,0.02274,-33.65837668,0.118
ZTF20abydkrl,SN2020sjo,04:26:21.94,-10:05:55.7,1109.0,g,16.6613,-19.20,21.97,10.274,11.696,SN Ia,0.03114,-36.7470734,0.181
ZTF20abyvtds,SN2020stk,01:06:09.15,-03:50:38.3,1113.89,g,16.7113,-19.57,26.302,9.368,16.934,SN Ia,0.04,-66.45188672,0.074
ZTF20abywoaa,SN2020sur,01:28:59.57,-11:29:29.3,1099.9,g,18.5805,-18.73,26.955,6.616,20.339,SN II,0.063,-72.04643456,0.1
ZTF20abzhwtq,SN2020tap,22:44:13.39,-18:10:41.8,1111.82,g,17.8105,-19.13,>21.15,>4.02,17.13,SN Ia,0.05374,-59.41438761,0.082
ZTF20abzjcdg,SN2020tii,23:41:25.80,-22:42:18.3,1112.8,g,18.5795,-18.02,37.317,10.185,27.132,SN Ic,0.04643,-73.53920514,0.066
ZTF20acaczen,SN2020tjo,23:42:19.75,-14:42:10.6,1117.81,g,18.8604,-19.15,24.802,8.199,16.603,SN Ia,0.087,-69.67452916,0.09
ZTF20acbcfaa,SN2020usa,22:26:13.58,-02:16:06.6,1167.62,r,18.6587,-21.86,>90.226,46.206,>44.02,SLSN-II,0.263,-47.28398838,0.174
ZTF20accdijx,SN2020twk,23:29:13.48,-02:05:42.0,1134.8,r,17.6476,-17.65,41.063,21.068,19.995,SN II,0.025,-58.15169225,0.153
ZTF20acchxpm,SN2020ubu,02:44:13.67,-02:54:14.9,1123.9,g,18.4515,-19.37,22.17,7.194,14.976,SN Ia,0.08,-53.75174572,0.085
ZTF20accmtgu,SN2020vfv,08:34:17.86,-02:24:04.9,1142.02,r,19.4335,-17.60,>74.96,>15.03,>59.93,SN IIP,0.057,21.51321548,0.077
ZTF20accmutv,SN2020uem,08:24:23.85,-03:29:19.0,1165.94,r,16.3954,-19.96,>119.916,>38.95,80.966,SN IIP,0.041,18.83086246,0.131
ZTF20accsfkt,SN2020tzb,01:55:59.82,-02:20:43.3,1127.9,g,18.2982,-19.51,23.357,8.39,14.967,SN Ia,0.08,-60.7920646,0.07
ZTF20acflmyv,SN2020ulz,04:24:51.05,-10:56:03.3,1134.94,r,18.9745,-19.46,21.031,8.371,12.66,SN Ia,0.103,-37.449674,0.187
ZTF20acfvqdz,SN2020tor,04:26:48.04,-19:52:06.5,1124.89,r,17.8573,-18.03,>15.889,>0,>15.889,SN II,0.03331,-40.45387541,0.108
ZTF20acggvnn,SN2020uri,20:02:50.03,-14:14:59.6,1154.67,r,18.753,-17.97,>53.755,43.775,>9.98,SN II,0.04106,-22.12545093,0.566
ZTF20acgmqgv,SN2020uwn,00:21:37.27,-19:30:28.3,1130.86,g,18.3793,-19.40,29.514,4.084,25.43,SN Ia,0.08,-79.76224539,0.049
ZTF20acgnelh,SN2020uve,02:12:30.12,-22:28:22.1,1134.88,g,18.4696,-17.77,47.408,14.005,33.403,SN II,0.04,-71.047782,0.04
ZTF20acgnenc,SN2020uwl,01:29:26.60,-15:24:45.4,1134.79,g,17.7663,-20.34,24.162,9.069,15.093,SN II,0.093,-75.32929494,0.043
ZTF20acgrvtr,SN2020ufe,05:24:04.53,-23:01:27.1,1130.96,r,18.6967,-18.94,>14.471,>3.98,10.491,SN Ia,0.075,-28.88590723,0.074
ZTF20acgzjje,SN2020vco,21:57:26.04,-19:49:48.2,1138.69,g,18.1274,-19.39,27.281,7.641,19.64,SN Ia,0.07,-49.63796033,0.074
ZTF20achadaa,SN2020var,22:04:06.85,-19:41:08.7,1138.71,g,17.0074,-19.09,22.868,7.946,14.922,SN Ia,0.0369,-51.07678584,0.069
ZTF20achawym,SN2020vcc,00:11:14.26,-06:27:34.1,1144.82,g,16.1397,-19.33,22.089,10.111,11.978,SN Ia,0.02746,-67.23005242,0.084
ZTF20achaxsk,SN2020vdk,00:54:18.66,-14:41:23.6,1134.77,g,18.6763,-18.96,29.587,6.414,23.173,SN II,0.074,-77.54363454,0.077
ZTF20achaxvo,SN2020vbs,01:01:09.64,-15:15:04.5,1136.85,g,17.8356,-19.11,>15.65,7.69,>7.96,SN Ia,0.05460,-77.90980877,0.055
ZTF20achbkud,SN2020uzh,02:06:55.46,-11:04:29.7,1134.88,g,18.6773,-19.24,34.254,11.314,22.94,SN Ia,0.085,-66.07195164,0.055
ZTF20achmmex,SN2020vcp,02:18:40.84,-22:30:43.2,1227.65,r,18.86,-16.90,>52.753,46.793,>5.96,SN II,0.03215,-69.702216,0.052
ZTF20achpcvt,AT2020vwl,15:30:37.81,+26:58:56.7,1204.04,g,17.6098,-18.45,>39.192,>0.03,>39.162,TDE,0.035,54.70997847,0.131
ZTF20achtpbn,SN2020wap,00:53:51.72,-18:18:39.0,1138.75,g,18.8014,-19.47,24.52,5.757,18.763,SN Ia,0.1,-81.16499509,0.05
ZTF20achvdtx,SN2020uik,08:01:54.18,-06:45:39.5,1151.96,r,18.4063,-17.37,59.634,22.604,37.03,SN II,0.03,12.3446903,0.253
ZTF20achvmoj,SN2020vdz,08:37:16.05,-05:55:25.5,1145.98,g,16.9889,-19.37,30.444,10.625,19.819,SN Ia,0.04082,20.32475796,0.099
ZTF20acijssu,SN2020wuw,01:23:15.54,-10:05:55.8,1155.73,r,19.07,-19.30,29.373,19.668,9.705,SN Ia,0.104,-71.3917536,0.087
ZTF20aciubfx,SN2020wgs,08:32:26.37,-03:12:11.5,1142.02,r,18.1542,-17.56,24.726,8.846,15.88,SN II,0.03107,20.70610648,0.093
ZTF20acjetyf,SN2020xne,03:51:37.01,-10:03:22.4,1152.89,r,17.4654,-18.40,21.749,7.415,14.334,SN Ia,0.033,-44.32957007,0.116
ZTF20acjpvyd,SN2020tjd,05:46:04.98,-23:33:57.7,1137.98,r,15.9866,-17.26,>27.967,>0.02,>27.947,SN IIb,0.01,-24.31740514,0.092
ZTF20ackhoov,SN2020xcu,08:36:19.89,-11:01:08.2,1140.0,r,18.1696,-15.84,>28.405,>0,>28.405,SN II,0.014,17.38894192,0.132
ZTF20aclkuqh,SN2020xpk,01:37:43.61,-22:42:15.4,1158.84,r,17.7385,-17.85,21.741,11.099,10.642,SN Ia,0.03,-78.61756852,0.033
ZTF20aclkyhj,SN2020yef,02:31:34.29,-14:09:05.7,1152.76,g,18.6167,-18.26,18.535,5.376,13.159,SN Ia,0.053,-63.30295782,0.053
ZTF20aclkyjg,SN2020yfo,03:03:30.61,-22:57:13.2,1150.88,g,18.9862,-19.80,26.741,6.024,20.717,SN Ia,0.126,-59.88193847,0.055
ZTF20acllntr,SN2020ycx,03:43:33.80,-11:19:33.6,1151.82,g,19.1507,-19.63,22.923,4.916,18.007,SN Ia,0.119,-46.67269122,0.149
ZTF20aclwowi,SN2020xvc,22:00:12.24,-18:13:35.7,1153.65,g,18.8246,-19.50,26.074,8.557,17.517,SN Ia,0.1,-49.71008478,0.093
ZTF20aclxbwk,SN2020xuw,23:46:38.71,-03:54:36.2,1156.72,g,18.7343,-18.82,>32.572,9.682,>22.89,SN Ia,0.07,-62.09951915,0.111
ZTF20acmafkf,SN2020yia,02:14:34.95,-06:38:02.6,1158.79,g,18.9491,-19.75,37.997,10.978,27.019,SN Ia,0.12,-61.54212183,0.072
ZTF20acmbhgy,SN2020ywz,04:41:33.48,-22:48:31.3,1153.88,r,19.1233,-19.49,>24.761,6.751,>18.01,SN Ia,0.114,-38.11190606,0.129
ZTF20acmcqwc,SN2020xke,05:16:38.27,-23:47:13.5,1145.98,r,18.7278,-17.00,>14.991,5.051,>9.94,SN Ia-pec,0.03116,-30.7475112,0.092
ZTF20acmfacr,SN2020yff,08:11:10.90,-10:35:17.3,1154.02,g,18.4516,-19.23,24.155,8.778,15.377,SN Ia,0.07,12.38647646,0.212
ZTF20acnsgdb,SN2020yhb,18:15:14.98,+76:55:09.0,1165.68,g,17.9741,-19.68,>27.343,14.413,>12.93,SN Ia,0.07,28.41326109,0.195
ZTF20acnywhz,SN2020ykc,10:01:09.11,-02:19:11.3,1159.0,g,18.5005,-19.89,26.209,8.239,17.97,SN Ia,0.1,39.52555311,0.151
ZTF20acnyxln,SN2020yjf,09:42:35.61,-03:29:24.6,1166.02,g,16.5476,-20.48,24.209,10.033,14.176,SN Ia,0.055,35.14779612,0.115
ZTF20acoanjp,SN2020xkg,09:14:38.94,-19:33:18.2,1151.04,r,18.5075,-16.05,>17.282,>0,>17.282,SN II,0.017,19.75419905,0.275
ZTF20acobamg,SN2020yii,22:26:11.35,-26:54:01.9,1157.71,r,18.6015,-18.86,>34.35,8.48,>25.87,SN Ia,0.07,-57.76412539,0.049
ZTF20acobevy,SN2020yub,00:02:15.11,-23:29:42.1,1158.69,g,18.2506,-19.53,19.971,5.974,13.997,SN Ia,0.08,-78.31197674,0.049
ZTF20acobvxk,SN2020ymv,02:30:41.64,-14:34:08.7,1165.69,g,17.8955,-19.88,34.428,11.886,22.542,SN Ia,0.08,-63.70773835,0.05
ZTF20acogesf,SN2020ykj,05:20:20.94,-14:35:28.4,1165.84,r,18.2818,-19.05,26.4,11.034,15.366,SN Ia,0.06,-26.63133105,0.292
ZTF20acogywb,SN2020jgl,09:28:58.41,-14:48:20.0,1153.01,g,18.0908,-14.46,>42.581,>0.01,>42.571,SN Ia,0.00675,25.43186308,0.193
ZTF20acojxtb,SN2020ymu,05:21:50.66,-19:18:16.0,1167.85,r,18.2354,-18.57,21.113,12.571,8.542,SN Ia,0.05,-28.08624935,0.145
ZTF20acoqpbg,SN2020yss,01:47:07.71,-06:52:43.8,1165.73,r,18.1744,-18.98,26.668,12.629,14.039,SN Ia,0.06017,-65.81627601,0.073
ZTF20acoredl,SN2020yti,23:35:23.64,-14:47:49.8,1168.68,r,18.3836,-18.69,>17.139,11.169,>5.97,SN Ia,0.05796,-68.43423939,0.079
ZTF20acorjop,SN2020ytk,00:55:22.24,-10:05:48.2,1164.73,g,18.9974,-18.13,34.59,12.082,22.508,SN II,0.058,-72.94326042,0.102
ZTF20acovrzx,SN2020yzs,01:16:02.11,-10:51:52.0,1165.69,g,18.3805,-19.05,23.435,7.154,16.281,SN Ia,0.0672,-72.73716871,0.079
ZTF20acoxmsr,SN2020yza,10:41:35.16,-03:26:29.4,1166.02,g,18.3623,-19.29,25.655,9.674,15.981,SN Ia,0.071,46.23554971,0.164
ZTF20acpbnzr,SN2020yyf,20:40:09.14,-14:10:55.3,1164.65,r,18.6147,-19.46,>17.871,9.871,>8,SN Ia,0.09,-30.3873375,0.114
ZTF20acpgokr,SN2020yzi,10:03:46.71,-15:54:34.1,1170.03,r,18.453,-17.00,33.098,8.218,24.88,SN II,0.027,30.79130146,0.144
ZTF20acpjqxp,SN2020zgl,23:28:01.14,-02:09:53.5,1181.61,r,14.9542,-17.41,20.336,10.073,10.263,SN Ib-pec,0.0065,-58.02851093,0.158
ZTF20acpkpla,SN2020zgc,01:24:17.00,-19:25:54.6,1174.75,g,18.1806,-19.28,21.191,11.224,9.967,SN Ia,0.068,-79.23059301,0.084
ZTF20acpkqhq,SN2020zbk,00:36:11.49,-23:39:35.8,1170.69,g,18.2981,-19.73,28.126,9.123,19.003,SN Ia,0.09,-85.11342036,0.043
ZTF20acpmgdz,SN2020zhh,04:26:19.84,-10:05:56.7,1177.88,g,16.5463,-19.87,22.759,8.602,14.157,SN Ia,0.04,-36.75488954,0.181
ZTF20acppruo,SN2020zid,23:22:06.05,-06:12:47.2,1181.61,r,19.1797,-19.72,>38.021,25.001,>13.02,SN Ia,0.13,-60.1967623,0.128
ZTF20acppsay,SN2020zpf,23:12:40.47,-11:56:02.2,1171.69,r,19.0167,-19.27,>31.578,8.638,>22.94,SN Ia,0.1,-62.30489405,0.094
ZTF20acpvbbh,SN2020znl,06:13:17.89,-15:53:31.4,1171.9,g,17.0769,-20.12,19.531,5.018,14.513,SN II,0.043,-15.46509832,0.7
ZTF20acpwmui,SN2020zka,08:18:31.26,-04:21:41.9,1173.96,g,18.9095,-19.40,25.93,7.903,18.027,SN Ia,0.095,17.12496755,0.175
ZTF20acqjmzk,SN2020zpj,22:43:38.63,-14:04:04.6,1172.62,g,19.2823,-19.06,>12.597,6.527,>6.07,SN Ia,0.1,-57.49702112,0.11
ZTF20acqnfzn,SN2020nku,08:21:04.30,-22:30:50.7,1169.02,r,17.8601,-17.10,>86.057,>1.04,85.017,SN IIn,0.02,7.9790448,0.333
ZTF20acqnthg,SN2020abkf,12:59:26.79,-02:14:48.5,1186.04,r,19.3629,-17.26,>18.96,>4.98,>13.98,SN Ia,0.04741,60.56152499,0.062
ZTF20acqoiyt,AT2020zso,22:22:17.12,-07:15:58.9,1189.61,g,17.6549,-19.69,28.204,13.478,14.726,TDE,0.061,-49.46947128,0.188
ZTF20acrdadi,SN2020aarh,22:44:05.73,-03:38:11.5,1182.69,r,18.6032,-18.61,>15.289,8.309,>6.98,SN Ia,0.06113,-51.58225809,0.111
ZTF20acrerzb,SN2020aajf,03:22:26.97,-03:49:07.2,1185.71,g,18.0865,-19.45,22.35,9.906,12.444,SN Ia,0.07,-47.09487021,0.096
ZTF20acrzwvx,SN2020aatb,05:24:46.41,-15:56:31.4,1193.8,r,16.4764,-16.87,31.281,15.992,15.289,SN II,0.00995,-26.17964569,0.225
ZTF20acsesce,SN2020aatr,08:36:10.82,-03:26:06.3,1187.94,r,18.1831,-18.67,22.759,10.785,11.974,SN Ia,0.052,21.3895656,0.099
ZTF20actddoh,SN2020aatc,02:48:16.42,-10:15:07.4,1195.73,r,15.1095,-19.04,24.315,11.855,12.46,SN Ia,0.01525,-57.73370011,0.078
ZTF20actdeqw,SN2020abfd,01:47:46.47,-21:45:39.1,1189.71,r,18.1556,-18.33,25.977,10.985,14.992,SN Ia,0.045,-76.1123424,0.035
ZTF20actiymd,SN2020aauk,08:17:50.94,-05:43:09.6,1188.94,g,17.2121,-19.15,22.879,8.827,14.052,SN Ia,0.03943,16.29565722,0.166
ZTF20actjbaf,SN2020aaul,08:01:41.40,-10:24:21.0,1183.03,g,18.7821,-19.19,23.338,5.786,17.552,SN Ia,0.08,10.47350444,0.212
ZTF20actlvpy,SN2020aavu,21:55:12.24,-11:19:23.8,1187.67,r,18.9547,-19.55,>17.635,10.675,>6.96,SN Ia,0.11,-45.77874806,0.097
ZTF20actnzzk,SN2020abbi,12:25:39.79,-02:56:59.3,1185.03,g,18.0673,-17.22,>26.484,>7,19.484,SN II,0.02514,59.28602797,0.089
ZTF20actoakx,SN2020aawr,12:34:09.77,-06:18:51.7,1195.04,g,16.8831,-18.77,25.075,11.6,13.475,SN Ia,0.03,56.29704529,0.075
ZTF20acujaft,SN2020abgn,02:09:41.47,-06:44:13.3,1189.66,g,18.4136,-19.39,23.415,8.04,15.375,SN Ia,0.08,-62.41355107,0.071
ZTF20acukxat,SN2020abiu,13:05:19.72,-10:36:42.6,1196.04,g,17.2071,-19.27,>13.585,>0,>13.585,SN Ia,0.04254,52.1097263,0.124
ZTF20acumekm,SN2020abgv,02:38:40.79,-26:59:16.2,1193.74,r,18.0632,-18.95,22.318,11.345,10.973,SN Ia,0.057,-66.16947686,0.048
ZTF20acumxrh,SN2020abjl,05:06:08.43,-11:14:05.7,1192.79,g,18.4724,-19.37,23.131,10.155,12.976,SN Ia,0.07,-28.42091321,0.351
ZTF20acuoacn,SN2020abmg,08:15:24.55,-06:57:27.8,1188.94,g,18.6579,-17.86,19.171,5.924,13.247,SN Ia-91bg,0.04,15.14443778,0.271
ZTF20acurrzb,SN2020abkn,08:24:59.58,-04:52:38.4,1196.98,r,18.5017,-19.33,25.53,9.027,16.503,SN Ia,0.081,18.25518765,0.098
ZTF20acuvatg,SN2020abgn,02:09:41.46,-06:44:13.2,1185.73,r,18.6939,-19.08,>4.356,4.356,>0,SN Ia,0.08,-62.41353616,0.071
ZTF20acuzfpk,SN2020abqy,05:13:33.66,-19:30:05.7,1200.71,g,17.7699,-19.35,25.664,10.467,15.197,SN Ia,0.057,-29.98091054,0.125
ZTF20acvdfmw,SN2020acmr,04:32:18.97,-11:18:18.4,1205.69,r,18.9667,-17.34,24.791,10.355,14.436,SN II-pec,0.04,-35.95978748,0.132
ZTF20acvdqtg,SN2020abrp,04:41:40.85,-23:37:24.5,1199.86,g,18.1638,-19.61,27.921,8.333,19.588,SN Ia,0.077,-38.32428871,0.113
ZTF20acviwcr,SN2020abtb,06:12:43.73,-14:15:50.5,1205.73,r,17.5338,-18.95,22.338,10.908,11.43,SN Ia,0.03587,-14.91253697,0.637
ZTF20acviwgj,SN2020absz,06:31:46.74,-17:37:09.7,1269.8,r,18.3215,-16.95,106.16,79.064,27.096,SN II,0.0213,-12.16302963,0.553
ZTF20acwflza,SN2023afu,13:52:11.38,-14:42:12.5,1971.93,r,17.4841,-18.61,>64.89,>19.91,44.98,SN II,0.035,45.64638292,0.228
ZTF20acwlsro,SN2020acdz,06:13:19.61,-26:47:24.8,1200.8,g,18.5149,-19.14,24.622,8.534,16.088,SN II,0.074,-19.69574004,0.089
ZTF20acwmpsj,SN2020acdo,08:11:38.59,-02:19:46.2,1203.88,g,17.6043,-19.31,21.167,8.14,13.027,SN Ia,0.0518,16.63996572,0.131
ZTF20acwpfvq,SN2020acei,09:44:05.62,-18:11:31.6,1200.92,g,18.5256,-19.42,30.944,6.422,24.522,SN Ia,0.082,25.85135393,0.144
ZTF20acwqjaw,SN2020acew,10:03:43.74,-27:50:03.4,1194.02,r,18.2807,-19.25,22.705,4.018,18.687,SN Ia,0.067,21.8779679,0.248
ZTF20acwqqjs,SN2020acat,11:50:41.22,-10:13:39.0,1217.02,r,15.2453,-17.46,29.026,19.025,10.001,SN IIb,0.0079,49.84399269,0.065
ZTF20acwujgz,SN2020acrz,05:32:59.24,-19:07:02.5,1205.77,g,18.527,-19.10,24.634,9.653,14.981,SN Ia,0.07,-25.56877913,0.169
ZTF20acxcxkz,SN2020acmi,03:38:40.23,-27:11:48.7,1204.78,r,18.9329,-17.98,35.789,10.14,25.649,SN Ia,0.055,-52.98183574,0.03
ZTF20acxkfrm,SN2020pub,10:37:35.56,-22:42:19.0,1197.0,r,18.626,-14.88,>58.405,>0,>58.405,SN II,0.011,30.59283925,0.161
ZTF20acxtgek,SN2020acun,15:11:57.81,-02:58:54.8,1224.02,r,17.5398,-17.65,37.524,18.951,18.573,SN II,0.02159,44.68095973,0.409
ZTF20acyjrsl,SN2020acze,08:51:07.45,-10:55:51.8,1210.9,r,18.881,-17.45,29.961,10.988,18.973,SN Ia,0.04106,20.45162054,0.094
ZTF20acymtcs,SN2020adca,00:35:51.59,-23:00:33.7,1210.63,g,18.3063,-18.88,>23.863,9.883,>13.98,SN Ia,0.06106,-84.57782993,0.055
ZTF20acynlkj,SN2020aden,01:08:01.00,-15:24:19.7,1211.61,g,17.8878,-19.08,20.65,8.639,12.011,SN Ia,0.05500,-77.66045318,0.06
ZTF20acynllu,SN2020adeq,01:13:05.64,-18:07:03.6,1211.61,g,17.8106,-19.05,19.636,7.605,12.031,SN Ia,0.053,-79.70035247,0.045
ZTF20acyyavb,SN2020aeth,11:41:28.41,-02:15:03.2,1217.04,g,17.4547,-19.22,18.743,5.438,13.305,SN Ia,0.048,56.12687545,0.065
ZTF20aczgjdx,SN2020adnb,11:08:56.48,-26:41:17.8,1216.0,g,17.0821,-18.92,>20.341,>11,9.341,SN Ia,0.03394,30.80833928,0.14
ZTF20adadrdh,SN2020aett,07:38:35.14,-06:27:16.8,1218.84,g,18.6235,-19.57,39.207,14.712,24.495,SN Ia,0.081,7.43422183,0.372
ZTF20adaduxg,SN2021ad,05:17:05.74,-06:39:25.3,1226.73,r,18.6711,-17.31,78.925,18.287,60.638,SN II,0.03,-23.98891544,0.502
ZTF20adaghdo,SN2020advm,23:53:02.32,-10:50:14.9,1218.6,g,18.1355,-19.60,>21.166,10.156,>11.01,SN Ia,0.07636,-68.68955224,0.1
ZTF21aaabuoj,SN2021ab,10:23:48.87,-26:28:09.7,1226.92,r,18.1216,-19.46,32.643,13.255,19.388,SN Ia,0.07,25.70981231,0.196
ZTF21aaabvoj,SN2021C,10:46:27.97,-27:44:22.8,1224.98,r,18.6522,-18.61,>19.341,13.381,>5.96,SN Ia,0.05968,27.46628968,0.223
ZTF21aaaduti,SN2020aeje,00:17:11.96,-07:37:37.3,1216.67,g,18.0274,-16.78,>13.477,5.497,>7.98,SN II,0.02,-68.87696781,0.104
ZTF21aaaekuh,SN2021Y,03:48:24.91,-22:36:07.1,1224.77,g,18.915,-19.71,>23.674,15.754,>7.92,SN Ia,0.113,-49.80401857,0.116
ZTF21aaaewsb,SN2021ae,05:27:38.88,-06:08:51.3,1226.85,g,18.6947,-18.93,31.241,9.424,21.817,SN Ia,0.068,-21.41883734,0.223
ZTF21aaafrnh,SN2021X,05:23:18.22,-27:50:15.2,1224.81,g,17.8756,-19.36,36.644,7.308,29.336,SN Ia-91T,0.062,-30.54197654,0.062
ZTF21aaagzee,SN2021gl,10:57:37.58,-07:28:28.5,1227.04,g,17.9337,-19.23,30.032,9.756,20.276,SN Ia,0.06,45.76776833,0.069
ZTF21aaahzpr,SN2021pp,11:49:11.60,-02:17:11.2,1225.98,g,18.7145,-19.33,34.841,12.141,22.7,SN Ia,0.09,56.98106606,0.055
ZTF21aaateuz,SN2021fg,05:43:01.43,-11:20:58.9,1230.75,r,18.8956,-19.56,29.134,11.205,17.929,SN Ia,0.083,-20.26500932,0.783
ZTF21aabavaz,SN2021nx,02:37:13.22,-27:30:57.3,1229.67,g,18.6517,-18.40,>14.134,10.154,>3.98,SN II,0.058,-66.54618242,0.036
ZTF21aabfwwl,SN2021iy,11:18:31.68,-06:16:40.5,1232.98,r,18.4611,-15.49,68.545,23.077,45.468,SN II,0.01363,49.73679597,0.135
ZTF21aackkcp,SN2021tk,10:59:27.93,-11:56:25.7,1232.98,r,18.7164,-19.07,35.685,16.284,19.401,SN Ia,0.08,42.41668843,0.082
ZTF21aacvrzy,SN2021abi,04:50:08.49,-03:17:01.2,1232.71,g,18.3916,-19.17,27.429,5.433,21.996,SN Ia,0.07,-28.34160224,0.111
ZTF21aadalct,SN2021xr,11:07:45.17,-02:14:04.0,1232.98,r,17.8814,-18.77,23.114,5.016,18.098,SN Ia,0.04672,51.44992183,0.141
ZTF21aadrtcs,SN2021abt,13:19:17.73,-07:14:57.2,1232.0,r,18.7768,-10.30,25.249,5.394,19.855,SN Ia,0.00142,54.96691315,0.167
ZTF21aaejeyu,SN2021aip,10:37:22.05,-07:22:00.5,1249.88,r,16.9051,-18.50,20.412,12.479,7.933,SN Ia,0.026,42.64121438,0.184
ZTF21aaeoqxf,SN2021aek,11:59:48.02,-21:23:13.0,1250.92,r,17.5132,-17.48,41.134,22.188,18.946,SN II,0.022,39.90190729,0.13
ZTF21aaevrjl,SN2021arg,04:31:18.78,-10:23:46.9,1263.67,r,18.8647,-16.90,>46.953,31.983,>14.97,SN II,0.031,-35.78689432,0.153
ZTF21aaezixn,SN2021asu,08:36:53.37,-05:55:03.7,1248.88,r,18.3976,-17.88,22.189,16.296,5.893,SN Ia,0.04,20.24803091,0.098
ZTF21aaffxdt,SN2021bmv,04:26:38.67,-11:53:45.7,1265.63,r,18.8624,-19.23,>43.81,30.81,>13,SN IIn,0.09,-37.46798126,0.136
ZTF21aafkgvj,SN2021aub,07:54:03.98,-06:19:17.1,1248.86,r,18.3992,-19.03,25.495,10.643,14.852,SN Ia,0.06,10.86657994,0.42
ZTF21aaglret,SN2021bon,06:11:16.68,-23:33:35.1,1257.75,g,18.0966,-19.27,>29.914,8.024,>21.89,SN Ia,0.063,-18.93416793,0.145
ZTF21aagocky,SN2021bnd,08:34:48.90,-06:27:19.2,1252.87,r,18.4502,-19.04,23.658,10.702,12.956,SN Ia,0.07,19.52656903,0.084
ZTF21aagocor,SN2021bpn,08:59:29.58,-02:55:37.6,1260.87,g,17.7582,-19.37,23.331,9.047,14.284,SN Ia,0.06,26.60919991,0.038
ZTF21aagofnn,SN2021bzm,07:45:33.63,-03:32:48.6,1255.77,r,18.4973,-18.76,17.663,10.668,6.995,SN Ia,0.06,10.34755503,0.204
ZTF21aagofpx,SN2021bsp,07:47:15.65,-02:10:46.2,1249.8,r,18.4527,-18.56,19.454,6.538,12.916,SN Ia,0.055,11.37001081,0.146
ZTF21aagrbpi,SN2021cac,09:55:05.47,-15:00:33.4,1263.88,r,18.3826,-19.09,24.776,14.267,10.509,SN Ia,0.067,29.95825356,0.169
ZTF21aagsfzc,SN2021bnk,12:14:35.23,-07:23:26.3,1249.92,r,18.7392,-18.95,>24.163,9.203,>14.96,SN Ia,0.075,54.34621152,0.132
ZTF21aagtpro,SN2021bmf,16:33:29.41,-06:22:49.4,1270.98,r,16.5013,-20.40,35.362,26.548,8.814,SN Ic-BL,0.04,26.75228863,0.85
ZTF21aagxmfv,SN2021bzw,10:54:38.72,-14:35:42.2,1257.87,g,18.2686,-19.21,30.574,7.641,22.933,SN Ia-91T,0.066,39.56340976,0.15
ZTF21aagyewh,SN2021bjw,12:44:27.43,-06:31:52.7,1249.94,g,17.8053,-19.05,20.51,7.398,13.112,SN Ia,0.05164,56.2979808,0.08
ZTF21aagygzv,SN2021bxz,10:49:33.35,-26:29:55.6,1255.86,g,18.7127,-19.28,>29.483,15.483,>14,SN Ia,0.08,28.88386856,0.232
ZTF21aagyhax,SN2021bsy,11:35:26.76,-03:18:25.1,1251.9,g,18.2657,-19.51,23.477,8.487,14.99,SN Ia,0.07756,54.46937833,0.103
ZTF21aagyxhz,SN2021aut,13:27:15.40,-26:46:34.0,1250.02,g,17.2494,-19.48,>10.007,>0,>10.007,SN Ia,0.047,35.41187927,0.153
ZTF21aahdpqu,SN2021bwr,11:48:42.11,-10:09:35.2,1256.9,r,18.3641,-19.13,25.553,13.332,12.221,SN Ia,0.07,49.7277713,0.081
ZTF21aaheulr,SN2021bja,13:54:48.30,-15:38:14.6,1250.92,r,17.9971,-18.06,25.625,10.66,14.965,SN Ia,0.034,44.55435556,0.266
ZTF21aahfizt,SN2021agf,13:46:43.75,-27:26:28.3,1251.02,r,17.9471,-18.98,>22.887,>0.04,>22.847,SN Ia-91T,0.052,33.83754651,0.187
ZTF21aahptas,SN2021cev,13:22:43.09,-02:10:09.8,1264.91,g,18.0953,-19.63,35.42,9.86,25.56,SN Ia,0.07623,59.74801822,0.093
ZTF21aaigqir,SN2021cjb,14:06:01.41,-07:46:20.4,1265.01,r,18.593,-18.93,>16.639,11.689,>4.95,SN Ia,0.07118,50.70174187,0.072
ZTF21aalkhot,AT2021ahpl,15:15:57.94,-19:17:31.9,1625.96,r,17.3489,-19.65,>53.013,>0,>53.013,SLSN-I,0.051,31.85650489,0.325
